,firstChar,lastChar,isLastCharVowel,lastTwoChar,gender
5569,k,n,0,an,1
5570,h,h,0,sh,1
5571,h,u,1,hu,1
5572,a,d,0,nd,1
5573,v,y,0,ky,1
5574,d,r,0,er,1
5575,r,u,1,ju,1
5576,c,r,0,er,1
5577,d,h,0,sh,1
5578,b,n,0,an,1
5579,m,h,0,sh,1
5580,j,e,1,te,1
5581,y,h,0,sh,1
5582,b,i,1,ni,1
5583,n,d,0,nd,1
5584,m,u,1,nu,1
5585,v,d,0,od,1
5586,l,h,0,sh,1
5587,b,m,0,am,1
5588,m,d,0,hd,1
5589,a,f,0,if,1
5590,r,a,1,ja,1
5591,a,n,0,an,1
5592,r,m,0,am,1
5593,p,h,0,sh,1
5594,v,l,0,al,1
5595,v,r,0,er,1
5596,k,l,0,il,1
5597,s,m,0,am,1
5598,k,v,0,av,1
5599,k,l,0,il,1
5600,n,l,0,ul,1
5601,a,k,0,ok,1
5602,s,v,0,iv,1
5603,n,r,0,er,1
5604,d,a,1,va,1
5605,s,h,0,sh,1
5606,k,n,0,an,1
5607,s,n,0,un,1
5608,s,r,0,ir,1
5609,j,r,0,er,1
5610,s,r,0,ar,1
5611,a,r,0,ar,1
5612,k,n,0,an,1
5613,p,p,0,ep,1
5614,s,p,0,ep,1
5615,s,b,0,ab,1
5616,v,u,1,ru,1
5617,p,j,0,aj,1
5618,m,d,0,ad,1
5619,p,t,0,et,1
5620,r,h,0,sh,1
5621,r,t,0,ut,1
5622,s,h,0,sh,1
5623,s,j,0,aj,1
5624,r,h,0,sh,1
5625,s,l,0,al,1
5626,k,h,0,sh,1
5627,v,y,0,ay,1
5628,k,r,0,ar,1
5629,k,h,0,sh,1
5630,h,h,0,sh,1
5631,a,k,0,ak,1
5632,s,r,0,er,1
5633,d,h,0,sh,1
5634,l,n,0,an,1
5635,p,t,0,nt,1
5636,r,n,0,an,1
5637,a,j,0,uj,1
5638,r,i,1,ji,1
5639,j,a,1,la,1
5640,s,r,0,ar,1
5641,g,a,1,ga,1
5642,a,j,0,uj,1
5643,o,i,1,li,1
5644,k,h,0,sh,1
5645,s,u,1,nu,1
5646,s,p,0,ep,1
5647,r,m,0,am,1
5648,a,r,0,ar,1
5649,r,l,0,ul,1
5650,t,i,1,ri,1
5651,t,n,0,un,1
5652,r,r,0,er,1
5653,a,l,0,ul,1
5654,m,d,0,hd,1
5655,i,n,0,an,1
5656,r,y,0,ly,1
5657,p,t,0,nt,1
5658,m,n,0,an,1
5659,b,h,0,th,1
5660,f,r,0,ur,1
5661,a,t,0,it,1
5662,k,m,0,um,1
5663,g,j,0,aj,1
5664,s,y,0,ay,1
5665,h,t,0,nt,1
5666,d,h,0,sh,1
5667,n,n,0,an,1
5668,a,y,0,ay,1
5669,v,t,0,it,1
5670,b,m,0,am,1
5671,a,t,0,et,1
5672,s,l,0,il,1
5673,k,h,0,sh,1
5674,g,u,1,du,1
5675,d,j,0,aj,1
5676,c,a,1,ga,1
5677,b,m,0,am,1
5678,k,n,0,an,1
5679,m,h,0,dh,1
5680,r,h,0,sh,1
5681,s,m,0,am,1
5682,n,n,0,en,1
5683,v,l,0,al,1
5684,v,n,0,un,1
5685,l,f,0,ef,1
5686,a,y,0,ay,1
5687,b,u,1,lu,1
5688,m,a,1,ra,1
5689,d,a,1,ra,1
5690,b,r,0,ar,1
5691,v,y,0,ay,1
5692,s,h,0,bh,1
5693,a,y,0,ay,1
5694,k,d,0,nd,1
5695,s,r,0,er,1
5696,m,j,0,oj,1
5697,s,t,0,it,1
5698,a,l,0,il,1
5699,p,h,0,sh,1
5700,p,n,0,en,1
5701,u,h,0,sh,1
5702,a,h,0,sh,1
5703,a,t,0,et,1
5704,r,r,0,er,1
5705,k,n,0,in,1
5706,s,p,0,ep,1
5707,a,d,0,nd,1
5708,n,l,0,il,1
5709,s,r,0,er,1
5710,a,d,0,nd,1
5711,r,i,1,vi,1
5712,d,h,0,sh,1
5713,j,r,0,er,1
5714,g,v,0,av,1
5715,a,i,1,ni,1
5716,r,r,0,er,1
5717,k,n,0,in,1
5718,r,r,0,ir,1
5719,h,l,0,al,1
5720,g,u,1,lu,1
5721,b,k,0,ak,1
5722,p,n,0,an,1
5723,i,l,0,al,1
5724,m,n,0,an,1
5725,m,h,0,sh,1
5726,h,t,0,at,1
5727,m,o,1,ho,1
5728,v,k,0,ek,1
5729,b,r,0,ir,1
5730,r,t,0,it,1
5731,h,t,0,it,1
5732,j,a,1,ya,1
5733,g,l,0,al,1
5734,v,k,0,ek,1
5735,v,r,0,er,1
5736,j,n,0,an,1
5737,n,h,0,sh,1
5738,v,y,0,ky,1
5739,a,l,0,ul,1
5740,m,t,0,it,1
5741,s,r,0,ir,1
5742,s,r,0,ir,1
5743,h,t,0,nt,1
5744,l,n,0,an,1
5745,k,a,1,ya,1
5746,j,l,0,al,1
5747,j,u,1,tu,1
5748,s,t,0,at,1
5749,l,a,1,ha,1
5750,r,n,0,an,1
5751,a,r,0,ar,1
5752,s,d,0,ad,1
5753,v,n,0,an,1
5754,s,p,0,ip,1
5755,k,v,0,iv,1
5756,a,l,0,il,1
5757,s,i,1,ri,1
5758,h,i,1,ri,1
5759,y,h,0,sh,1
5760,c,u,1,du,1
5761,d,k,0,ak,1
5762,s,a,1,na,1
5763,b,r,0,er,1
5764,m,h,0,sh,1
5765,d,h,0,sh,1
5766,m,a,1,ra,1
5767,m,h,0,sh,1
5768,s,v,0,iv,1
5769,h,h,0,sh,1
5770,s,r,0,ir,1
5771,b,t,0,at,1
5772,r,n,0,an,1
5773,a,l,0,il,1
5774,k,p,0,ep,1
5775,v,d,0,od,1
5776,r,h,0,sh,1
5777,a,t,0,it,1
5778,m,d,0,md,1
5779,p,p,0,ep,1
5780,h,m,0,em,1
5781,a,k,0,ek,1
5782,r,v,0,ev,1
5783,b,r,0,ar,1
5784,p,d,0,od,1
5785,b,m,0,am,1
5786,s,v,0,ev,1
5787,n,a,1,ta,1
5788,r,t,0,nt,1
5789,m,d,0,hd,1
5790,k,k,0,ik,1
5791,r,u,1,ju,1
5792,r,m,0,am,1
5793,f,m,0,im,1
5794,s,n,0,an,1
5795,d,p,0,ip,1
5796,r,h,0,sh,1
5797,s,i,1,ri,1
5798,v,h,0,sh,1
5799,d,k,0,ak,1
5800,k,h,0,sh,1
5801,b,u,1,lu,1
5802,d,d,0,ud,1
5803,m,w,0,ew,1
5804,n,a,1,ha,1
5805,b,u,1,bu,1
5806,r,n,0,an,1
5807,b,j,0,ij,1
5808,v,u,1,nu,1
5809,d,t,0,nt,1
5810,v,d,0,ed,1
5811,c,n,0,an,1
5812,r,n,0,an,1
5813,k,p,0,ep,1
5814,d,r,0,er,1
5815,v,d,0,od,1
5816,s,h,0,bh,1
5817,a,f,0,if,1
5818,m,m,0,m,1
5819,m,d,0,md,1
5820,k,l,0,al,1
5821,p,m,0,am,1
5822,a,t,0,it,1
5823,m,h,0,sh,1
5824,r,i,1,hi,1
5825,j,p,0,ep,1
5826,v,u,1,nu,1
5827,r,r,0,ar,1
5828,n,a,1,ha,1
5829,d,v,0,uv,1
5830,r,l,0,ul,1
5831,g,i,1,hi,1
5832,i,n,0,an,1
5833,m,j,0,oj,1
5834,k,n,0,an,1
5835,d,l,0,al,1
5836,m,u,1,nu,1
5837,s,u,1,nu,1
5838,n,n,0,in,1
5839,r,v,0,ev,1
5840,k,i,1,hi,1
5841,r,v,0,ev,1
5842,b,n,0,an,1
5843,k,i,1,hi,1
5844,f,n,0,an,1
5845,k,l,0,al,1
5846,n,h,0,sh,1
5847,j,d,0,ed,1
5848,k,l,0,il,1
5849,p,l,0,al,1
5850,t,s,0,as,1
5851,r,u,1,ju,1
5852,m,i,1,ni,1
5853,a,t,0,it,1
5854,a,m,0,am,1
5855,s,r,0,ar,1
5856,d,r,0,ar,1
5857,r,r,0,er,1
5858,u,r,0,er,1
5859,v,m,0,am,1
5860,a,p,0,op,1
5861,p,l,0,al,1
5862,m,d,0,hd,1
5863,r,m,0,am,1
5864,k,n,0,an,1
5865,p,t,0,it,1
5866,s,h,0,th,1
5867,a,h,0,dh,1
5868,r,r,0,ar,1
5869,s,h,0,sh,1
5870,v,y,0,ay,1
5871,d,r,0,ar,1
5872,l,h,0,sh,1
5873,v,l,0,il,1
5874,a,k,0,ok,1
5875,k,l,0,al,1
5876,b,a,1,ta,1
5877,b,m,0,am,1
5878,m,r,0,er,1
5879,d,h,0,sh,1
5880,s,r,0,er,1
5881,m,j,0,oj,1
5882,k,n,0,an,1
5883,s,m,0,im,1
5884,r,r,0,er,1
5885,m,t,0,it,1
5886,g,l,0,al,1
5887,v,y,0,ay,1
5888,g,m,0,am,1
5889,m,h,0,sh,1
5890,s,t,0,it,1
5891,h,a,1,ra,1
5892,s,n,0,an,1
5893,a,d,0,ad,1
5894,a,d,0,ad,1
5895,a,l,0,al,1
5896,b,a,1,ra,1
5897,r,m,0,am,1
5898,d,i,1,ki,1
5899,k,k,0,ik,1
5900,v,t,0,it,1
5901,e,m,0,am,1
5902,j,d,0,nd,1
5903,p,j,0,aj,1
5904,v,u,1,nu,1
5905,r,l,0,ul,1
5906,j,n,0,in,1
5907,g,r,0,ur,1
5908,a,k,0,ek,1
5909,v,l,0,al,1
5910,r,t,0,it,1
5911,r,l,0,ul,1
5912,f,r,0,or,1
5913,v,y,0,ay,1
5914,r,l,0,ul,1
5915,s,m,0,im,1
5916,r,n,0,an,1
5917,a,a,1,ya,1
5918,a,d,0,nd,1
5919,m,h,0,sh,1
5920,d,a,1,ra,1
5921,a,r,0,ar,1
5922,a,t,0,et,1
5923,y,r,0,er,1
5924,a,y,0,ay,1
5925,a,r,0,ur,1
5926,s,t,0,it,1
5927,a,h,0,sh,1
5928,r,v,0,ev,1
5929,i,r,0,er,1
5930,s,h,0,sh,1
5931,n,j,0,aj,1
5932,h,h,0,sh,1
5933,s,h,0,sh,1
5934,g,n,0,an,1
5935,h,i,1,ri,1
5936,j,a,1,ra,1
5937,s,u,1,nu,1
5938,a,y,0,ay,1
5939,r,h,0,sh,1
5940,n,t,0,et,1
5941,n,j,0,aj,1
5942,d,u,1,hu,1
5943,n,e,1,re,1
5944,r,h,0,sh,1
5945,a,n,0,un,1
5946,b,m,0,am,1
5947,p,l,0,ul,1
5948,s,l,0,il,1
5949,m,i,1,di,1
5950,b,t,0,at,1
5951,s,r,0,ar,1
5952,s,l,0,al,1
5953,b,a,1,ra,1
5954,f,n,0,an,1
5955,n,n,0,an,1
5956,v,l,0,al,1
5957,a,l,0,il,1
5958,a,l,0,ul,1
5959,g,i,1,ri,1
5960,k,p,0,ep,1
5961,p,o,1,lo,1
5962,p,n,0,an,1
5963,j,i,1,ai,1
5964,m,n,0,in,1
5965,a,k,0,ek,1
5966,g,v,0,av,1
5967,m,t,0,it,1
5968,m,j,0,oj,1
5969,j,r,0,ir,1
5970,g,n,0,an,1
5971,g,n,0,an,1
5972,k,h,0,gh,1
5973,r,l,0,ul,1
5974,d,p,0,ip,1
5975,b,h,0,sh,1
5976,h,t,0,nt,1
5977,a,t,0,it,1
5978,l,u,1,lu,1
5979,b,n,0,an,1
5980,d,t,0,at,1
5981,v,n,0,in,1
5982,d,k,0,ak,1
5983,s,h,0,sh,1
5984,v,a,1,da,1
5985,v,d,0,od,1
5986,s,r,0,er,1
5987,a,r,0,er,1
5988,r,m,0,am,1
5989,s,r,0,er,1
5990,r,i,1,vi,1
5991,s,b,0,ab,1
5992,a,a,1,ya,1
5993,i,n,0,in,1
5994,v,d,0,ed,1
5995,s,t,0,et,1
5996,d,g,0,rg,1
5997,d,p,0,ip,1
5998,a,l,0,il,1
5999,s,m,0,am,1
6000,t,k,0,ak,1
6001,h,r,0,er,1
6002,s,p,0,ep,1
6003,j,l,0,al,1
6004,v,n,0,in,1
6005,s,d,0,ed,1
6006,r,t,0,it,1
6007,m,j,0,oj,1
6008,t,n,0,an,1
6009,s,l,0,al,1
6010,i,l,0,al,1
6011,r,h,0,sh,1
6012,z,n,0,an,1
6013,s,t,0,it,1
6014,a,n,0,in,1
6015,g,h,0,sh,1
6016,n,h,0,sh,1
6017,r,j,0,aj,1
6018,s,i,1,ri,1
6019,g,r,0,ur,1
6020,s,h,0,sh,1
6021,o,h,0,sh,1
6022,t,k,0,lk,1
6023,r,h,0,sh,1
6024,r,t,0,it,1
6025,s,n,0,an,1
6026,s,y,0,ay,1
6027,m,t,0,it,1
6028,m,a,1,na,1
6029,m,d,0,md,1
6030,d,r,0,ir,1
6031,h,m,0,em,1
6032,n,h,0,sh,1
6033,b,i,1,li,1
6034,j,i,1,ai,1
6035,n,n,0,an,1
6036,s,r,0,er,1
6037,d,y,0,ay,1
6038,v,h,0,sh,1
6039,p,d,0,od,1
6040,d,k,0,ak,1
6041,a,d,0,nd,1
6042,m,m,0,am,1
6043,n,r,0,or,1
6044,v,h,0,sh,1
6045,s,t,0,it,1
6046,a,l,0,il,1
6047,g,t,0,et,1
6048,l,h,0,sh,1
6049,i,d,0,ad,1
6050,s,a,1,ta,1
6051,s,y,0,ay,1
6052,a,n,0,un,1
6053,s,h,0,sh,1
6054,c,n,0,an,1
6055,g,n,0,an,1
6056,s,u,1,tu,1
6057,m,d,0,hd,1
6058,p,d,0,od,1
6059,a,a,1,ka,1
6060,p,d,0,od,1
6061,b,u,1,nu,1
6062,j,h,0,sh,1
6063,s,m,0,am,1
6064,m,t,0,st,1
6065,s,p,0,ep,1
6066,o,h,0,sh,1
6067,k,h,0,sh,1
6068,o,m,0,om,1
6069,s,u,1,nu,1
6070,v,n,0,un,1
6071,s,m,0,am,1
6072,p,t,0,at,1
6073,l,y,0,ay,1
6074,s,h,0,sh,1
6075,a,j,0,uj,1
6076,a,y,0,ay,1
6077,d,k,0,ak,1
6078,j,t,0,at,1
6079,a,h,0,sh,1
6080,r,t,0,et,1
6081,m,r,0,er,1
6082,m,d,0,md,1
6083,g,h,0,sh,1
6084,s,a,1,ha,1
6085,s,y,0,ay,1
6086,o,m,0,om,1
6087,b,i,1,ri,1
6088,b,r,0,er,1
6089,s,r,0,ir,1
6090,s,y,0,ny,1
6091,n,m,0,im,1
6092,s,h,0,sh,1
6093,k,i,1,li,1
6094,p,u,1,pu,1
6095,b,m,0,am,1
6096,b,m,0,am,1
6097,r,m,0,am,1
6098,r,i,1,vi,1
6099,t,k,0,ok,1
6100,l,t,0,it,1
6101,o,r,0,ar,1
6102,t,m,0,im,1
6103,k,r,0,ar,1
6104,a,k,0,ok,1
6105,s,h,0,sh,1
6106,m,h,0,sh,1
6107,j,i,1,ti,1
6108,r,h,0,sh,1
6109,g,h,0,sh,1
6110,a,y,0,ay,1
6111,a,l,0,ul,1
6112,m,n,0,an,1
6113,a,t,0,it,1
6114,v,t,0,it,1
6115,j,r,0,er,1
6116,s,t,0,et,1
6117,h,l,0,al,1
6118,w,m,0,im,1
6119,a,k,0,ok,1
6120,p,n,0,an,1
6121,d,k,0,ak,1
6122,p,h,0,sh,1
6123,d,h,0,sh,1
6124,m,j,0,oj,1
6125,r,r,0,er,1
6126,r,m,0,am,1
6127,b,e,1,le,1
6128,a,k,0,ek,1
6129,n,n,0,in,1
6130,r,l,0,al,1
6131,v,d,0,od,1
6132,d,k,0,ak,1
6133,i,n,0,an,1
6134,m,u,1,nu,1
6135,s,j,0,aj,1
6136,c,u,1,tu,1
6137,b,t,0,nt,1
6138,c,e,1,te,1
6139,p,p,0,ep,1
6140,j,h,0,sh,1
6141,l,i,1,ki,1
6142,j,r,0,ir,1
6143,s,n,0,an,1
6144,r,l,0,al,1
6145,l,y,0,hy,1
6146,m,n,0,an,1
6147,g,d,0,nd,1
6148,s,a,1,ra,1
6149,b,u,1,nu,1
6150,y,a,1,ra,1
6151,m,d,0,ad,1
6152,r,a,1,ra,1
6153,b,t,0,at,1
6154,a,n,0,an,1
6155,t,h,0,sh,1
6156,r,l,0,ul,1
6157,r,n,0,an,1
6158,p,n,0,an,1
6159,t,h,0,sh,1
6160,r,h,0,sh,1
6161,p,n,0,en,1
6162,c,n,0,an,1
6163,v,h,0,sh,1
6164,r,u,1,ju,1
6165,v,d,0,od,1
6166,o,m,0,om,1
6167,s,r,0,er,1
6168,a,h,0,sh,1
6169,d,h,0,sh,1
6170,h,h,0,sh,1
6171,s,j,0,aj,1
6172,s,k,0,ik,1
6173,p,p,0,ap,1
6174,k,l,0,il,1
6175,s,r,0,er,1
6176,i,n,0,an,1
6177,n,t,0,nt,1
6178,s,m,0,am,1
6179,s,m,0,am,1
6180,p,p,0,ep,1
6181,d,r,0,er,1
6182,c,u,1,tu,1
6183,s,t,0,et,1
6184,s,n,0,an,1
6185,b,h,0,sh,1
6186,s,n,0,an,1
6187,a,n,0,an,1
6188,s,m,0,am,1
6189,a,d,0,ad,1
6190,r,v,0,iv,1
6191,d,i,1,ri,1
6192,r,j,0,aj,1
6193,g,v,0,av,1
6194,s,t,0,it,1
6195,r,i,1,vi,1
6196,r,i,1,vi,1
6197,b,i,1,ri,1
6198,c,r,0,er,1
6199,m,h,0,sh,1
6200,l,r,0,or,1
6201,s,t,0,it,1
6202,k,n,0,an,1
6203,m,d,0,nd,1
6204,s,v,0,iv,1
6205,s,z,0,oz,1
6206,a,i,1,fi,1
6207,b,m,0,am,1
6208,s,v,0,av,1
6209,n,a,1,ra,1
6210,v,l,0,al,1
6211,r,t,0,at,1
6212,a,t,0,et,1
6213,k,a,1,ya,1
6214,s,h,0,sh,1
6215,p,m,0,em,1
6216,m,h,0,sh,1
6217,w,m,0,im,1
6218,h,h,0,sh,1
6219,n,n,0,in,1
6220,r,j,0,aj,1
6221,m,d,0,md,1
6222,n,d,0,ad,1
6223,r,m,0,am,1
6224,k,o,1,oo,1
6225,s,r,0,er,1
6226,s,r,0,ar,1
6227,s,d,0,ad,1
6228,p,a,1,pa,1
6229,s,j,0,aj,1
6230,s,l,0,il,1
6231,k,n,0,an,1
6232,g,u,1,du,1
6233,s,h,0,sh,1
6234,a,h,0,sh,1
6235,u,h,0,sh,1
6236,k,a,1,na,1
6237,o,r,0,er,1
6238,g,v,0,av,1
6239,s,m,0,am,1
6240,g,t,0,at,1
6241,r,r,0,ar,1
6242,s,v,0,iv,1
6243,b,r,0,er,1
6244,s,p,0,ep,1
6245,r,e,1,re,1
6246,a,y,0,ay,1
6247,l,y,0,ly,1
6248,h,h,0,sh,1
6249,h,t,0,nt,1
6250,r,m,0,am,1
6251,k,l,0,il,1
6252,a,l,0,il,1
6253,s,l,0,al,1
6254,j,d,0,id,1
6255,d,h,0,sh,1
6256,v,y,0,ay,1
6257,v,s,0,as,1
6258,k,d,0,nd,1
6259,b,e,1,ee,1
6260,m,r,0,ir,1
6261,m,k,0,nk,1
6262,s,h,0,sh,1
6263,s,n,0,an,1
6264,s,u,1,su,1
6265,l,l,0,ll,1
6266,s,l,0,il,1
6267,d,k,0,ak,1
6268,p,u,1,hu,1
6269,k,n,0,an,1
6270,s,n,0,rn,1
6271,s,r,0,ar,1
6272,s,u,1,su,1
6273,k,k,0,ik,1
6274,a,y,0,ay,1
6275,s,d,0,ad,1
6276,s,v,0,iv,1
6277,r,l,0,ul,1
6278,r,i,1,ri,1
6279,s,r,0,er,1
6280,s,m,0,am,1
6281,s,t,0,it,1
6282,p,r,0,ir,1
6283,s,l,0,il,1
6284,s,o,1,to,1
6285,m,u,1,tu,1
6286,b,u,1,tu,1
6287,s,i,1,ti,1
6288,d,a,1,ga,1
6289,s,h,0,sh,1
6290,k,a,1,ya,1
6291,a,d,0,nd,1
6292,s,h,0,sh,1
6293,p,n,0,an,1
6294,a,b,0,ab,1
6295,m,h,0,sh,1
6296,m,m,0,im,1
6297,s,u,1,nu,1
6298,s,u,1,nu,1
6299,v,d,0,od,1
6300,r,h,0,sh,1
6301,r,n,0,an,1
6302,m,r,0,er,1
6303,m,l,0,ol,1
6304,s,l,0,il,1
6305,r,j,0,aj,1
6306,a,n,0,un,1
6307,s,r,0,er,1
6308,s,h,0,sh,1
6309,m,i,1,li,1
6310,p,j,0,aj,1
6311,l,a,1,la,1
6312,j,i,1,ai,1
6313,p,p,0,ep,1
6314,a,h,0,sh,1
6315,j,a,1,ra,1
6316,p,r,0,er,1
6317,m,j,0,oj,1
6318,m,n,0,an,1
6319,i,m,0,im,1
6320,b,a,1,la,1
6321,m,d,0,md,1
6322,s,t,0,it,1
6323,s,n,0,an,1
6324,m,r,0,er,1
6325,a,t,0,it,1
6326,s,t,0,it,1
6327,r,d,0,nd,1
6328,m,i,1,hi,1
6329,s,l,0,il,1
6330,a,i,1,si,1
6331,d,r,0,er,1
6332,s,y,0,ay,1
6333,s,v,0,ev,1
6334,p,p,0,ep,1
6335,s,p,0,ep,1
6336,d,h,0,sh,1
6337,v,m,0,am,1
6338,s,l,0,il,1
6339,y,l,0,al,1
6340,d,u,1,hu,1
6341,s,l,0,il,1
6342,s,i,1,ti,1
6343,h,f,0,ef,1
6344,y,r,0,er,1
6345,v,t,0,it,1
6346,k,r,0,ar,1
6347,m,h,0,gh,1
6348,k,a,1,ya,1
6349,r,t,0,nt,1
6350,n,k,0,ik,1
6351,n,j,0,aj,1
6352,i,t,0,it,1
6353,r,m,0,am,1
6354,h,u,1,hu,1
6355,r,j,0,ij,1
6356,a,r,0,ar,1
6357,k,l,0,il,1
6358,s,l,0,al,1
6359,r,a,1,ja,1
6360,s,f,0,uf,1
6361,h,n,0,in,1
6362,s,h,0,sh,1
6363,r,t,0,at,1
6364,v,s,0,as,1
6365,j,t,0,nt,1
6366,p,n,0,an,1
6367,s,a,1,va,1
6368,k,l,0,il,1
6369,r,h,0,sh,1
6370,m,d,0,hd,1
6371,s,r,0,ar,1
6372,s,h,0,sh,1
6373,t,n,0,in,1
6374,r,l,0,ul,1
6375,r,u,1,ju,1
6376,k,n,0,an,1
6377,s,j,0,aj,1
6378,r,h,0,sh,1
6379,d,l,0,al,1
6380,c,n,0,an,1
6381,k,h,0,sh,1
6382,p,l,0,al,1
6383,p,n,0,an,1
6384,v,t,0,et,1
6385,s,h,0,sh,1
6386,p,h,0,sh,1
6387,o,m,0,om,1
6388,g,n,0,an,1
6389,k,n,0,an,1
6390,s,j,0,aj,1
6391,r,r,0,er,1
6392,v,h,0,sh,1
6393,d,k,0,ak,1
6394,s,n,0,in,1
6395,s,y,0,ay,1
6396,a,k,0,ek,1
6397,s,t,0,et,1
6398,p,d,0,od,1
6399,s,n,0,an,1
6400,p,h,0,sh,1
6401,g,m,0,am,1
6402,g,v,0,av,1
6403,b,t,0,at,1
6404,s,m,0,am,1
6405,c,r,0,er,1
6406,b,t,0,at,1
6407,n,m,0,am,1
6408,h,a,1,ma,1
6409,s,a,1,ya,1
6410,r,m,0,am,1
6411,n,t,0,nt,1
6412,k,r,0,ar,1
6413,u,h,0,sh,1
6414,k,l,0,al,1
6415,a,l,0,ul,1
6416,r,h,0,sh,1
6417,k,p,0,ep,1
6418,a,i,1,ni,1
6419,s,m,0,am,1
6420,s,r,0,er,1
6421,a,y,0,ay,1
6422,d,r,0,er,1
6423,d,d,0,nd,1
6424,r,i,1,vi,1
6425,s,j,0,aj,1
6426,t,m,0,im,1
6427,m,d,0,md,1
6428,m,d,0,od,1
6429,b,t,0,at,1
6430,m,h,0,sh,1
6431,s,v,0,ev,1
6432,k,l,0,al,1
6433,a,j,0,uj,1
6434,k,p,0,ap,1
6435,v,d,0,od,1
6436,s,m,0,am,1
6437,v,y,0,ky,1
6438,m,m,0,am,1
6439,t,r,0,ir,1
6440,a,k,0,ok,1
6441,a,l,0,ul,1
6442,n,d,0,ad,1
6443,m,j,0,oj,1
6444,m,p,0,ep,1
6445,c,u,1,tu,1
6446,n,d,0,ed,1
6447,c,r,0,er,1
6448,d,r,0,er,1
6449,a,b,0,ab,1
6450,b,t,0,at,1
6451,d,a,1,ra,1
6452,d,d,0,ad,1
6453,m,h,0,sh,1
6454,v,d,0,id,1
6455,a,y,0,ay,1
6456,r,h,0,sh,1
6457,p,p,0,ep,1
6458,d,m,0,am,1
6459,j,r,0,er,1
6460,s,n,0,in,1
6461,h,f,0,if,1
6462,s,h,0,bh,1
6463,c,n,0,an,1
6464,m,d,0,hd,1
6465,p,u,1,tu,1
6466,n,j,0,aj,1
6467,m,j,0,oj,1
6468,c,n,0,in,1
6469,s,n,0,in,1
6470,s,l,0,il,1
6471,n,n,0,in,1
6472,m,t,0,it,1
6473,r,a,1,ha,1
6474,p,d,0,ad,1
6475,a,u,1,nu,1
6476,a,u,1,hu,1
6477,r,m,0,am,1
6478,i,l,0,al,1
6479,k,a,1,la,1
6480,m,d,0,hd,1
6481,s,h,0,sh,1
6482,m,a,1,ra,1
6483,h,m,0,am,1
6484,r,m,0,am,1
6485,r,m,0,am,1
6486,a,k,0,ok,1
6487,s,d,0,ad,1
6488,a,f,0,if,1
6489,a,d,0,nd,1
6490,r,i,1,zi,1
6491,v,m,0,am,1
6492,o,r,0,ar,1
6493,a,h,0,sh,1
6494,s,h,0,sh,1
6495,g,v,0,av,1
6496,a,t,0,it,1
6497,m,u,1,nu,1
6498,n,d,0,nd,1
6499,r,t,0,it,1
6500,d,l,0,al,1
6501,v,u,1,nu,1
6502,k,h,0,sh,1
6503,a,n,0,un,1
6504,o,m,0,om,1
6505,p,j,0,ej,1
6506,s,r,0,ur,1
6507,d,d,0,nd,1
6508,r,m,0,am,1
6509,r,r,0,er,1
6510,b,t,0,at,1
6511,p,a,1,ja,1
6512,r,n,0,an,1
6513,k,e,1,re,1
6514,s,h,0,sh,1
6515,r,h,0,sh,1
6516,s,m,0,am,1
6517,d,t,0,at,1
6518,s,l,0,el,1
6519,a,y,0,ay,1
6520,s,t,0,nt,1
6521,i,u,1,hu,1
6522,d,k,0,ak,1
6523,s,r,0,ir,1
6524,k,l,0,il,1
6525,s,y,0,ay,1
6526,a,v,0,av,1
6527,r,t,0,it,1
6528,r,r,0,ar,1
6529,s,p,0,ep,1
6530,r,v,0,ev,1
6531,m,r,0,er,1
6532,d,i,1,ti,1
6533,d,k,0,ak,1
6534,a,h,0,sh,1
6535,h,a,1,za,1
6536,p,j,0,aj,1
6537,r,n,0,an,1
6538,a,t,0,it,1
6539,n,n,0,an,1
6540,s,l,0,il,1
6541,m,t,0,et,1
6542,m,t,0,it,1
6543,m,j,0,oj,1
6544,b,n,0,an,1
6545,s,r,0,er,1
6546,r,r,0,er,1
6547,m,d,0,ad,1
6548,m,d,0,hd,1
6549,r,h,0,sh,1
6550,n,j,0,aj,1
6551,n,d,0,nd,1
6552,a,n,0,an,1
6553,s,h,0,sh,1
6554,m,n,0,an,1
6555,v,u,1,hu,1
6556,p,d,0,ad,1
6557,a,h,0,sh,1
6558,v,y,0,ay,1
6559,s,r,0,ar,1
6560,s,i,1,hi,1
6561,s,r,0,ir,1
6562,s,h,0,sh,1
6563,s,i,1,ti,1
6564,a,i,1,li,1
6565,r,r,0,ar,1
6566,s,h,0,sh,1
6567,r,h,0,sh,1
6568,r,h,0,sh,1
6569,s,u,1,ju,1
6570,n,n,0,an,1
6571,c,u,1,ju,1
6572,g,l,0,ul,1
6573,k,h,0,sh,1
6574,n,y,0,ay,1
6575,s,y,0,ny,1
6576,r,h,0,sh,1
6577,k,l,0,al,1
6578,n,j,0,aj,1
6579,k,l,0,al,1
6580,k,n,0,an,1
6581,k,h,0,sh,1
6582,v,k,0,ek,1
6583,b,m,0,am,1
6584,d,r,0,ar,1
6585,p,z,0,ez,1
6586,b,l,0,al,1
6587,a,i,1,ni,1
6588,r,r,0,ar,1
6589,g,v,0,av,1
6590,a,h,0,th,1
6591,a,f,0,if,1
6592,b,r,0,er,1
6593,j,d,0,ed,1
6594,d,t,0,at,1
6595,t,n,0,un,1
6596,m,h,0,sh,1
6597,s,r,0,er,1
6598,s,r,0,ir,1
